,source,pre_emissions,pre_emissions_lower,pre_emissions_upper,ue_emissions,ue_emissions_lower,ue_emissions_upper,total_emissions,total_emissions_lower,total_emissions_upper
359,CH4_1B2_250m_-104.04168_32.55561?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2499256.2917786622,776645.3035488795,776645.3035488795,1808272.3434289712,1630972.1530309631,6049352.66052808,4307528.6352076335,1806446.2603374026,6099003.6513321325
360,CH4_1B2_250m_-104.04584_32.81329?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,296.2881397280833,121.85204413936111,121.85204413936111,2708798.6317411573,2290996.352488192,7487331.397463435,2709094.919880885,2290996.355728686,7487331.398454972
361,CH4_1B2_250m_-104.04820_32.28863?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,246.86231087072224,44.24204165469167,44.24204165469167,3126655.795103308,2598471.4206826002,8154722.15032002,3126902.6574141784,2598471.421059237,8154722.1504400335
362,CH4_1B2_250m_-104.04837_32.84642?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,11648.663171535223,3141.5587626595056,3141.5587626595056,3029720.4517601486,2576722.4603936304,8057812.098228715,3041369.114931684,2576724.3754985635,8057812.710640061
363,CH4_1B2_250m_-104.04850_32.15008?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1295329.8713114553,335331.28558337956,335331.28558337956,3029720.4517601486,2576722.4603936304,8057812.098228715,1295329.8713114553,335331.28558337956,335331.28558337956
364,CH4_1B2_250m_-104.04888_32.04883?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,501.29177595972214,234.86272881021804,234.86272881021804,2859400.4464680254,2409212.264187053,8601660.778973946,2859901.738243985,2409212.275634882,8601660.782180334
365,CH4_1B2_250m_-104.04921_32.04389?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,4860.6471227775,2254.2488380952086,2254.2488380952086,2948188.441396149,2511807.410922123,8430689.16708661,2953049.0885189264,2511808.4224719694,8430689.468463974
366,CH4_1B2_250m_-104.05167_32.29022?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,8478.635081370918,3249.2370919154305,3249.2370919154305,2932517.655967218,2594087.2163914395,7920484.681992925,2940996.2910485887,2594089.251314836,7920485.34846358
367,CH4_1B2_250m_-104.05197_32.06263?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,658951.3287007011,233282.33260035457,233282.33260035457,1859907.9883848995,1670983.1647203085,5260993.455937452,2518859.3170856005,1687188.603411652,5266163.004514782
368,CH4_1B2_250m_-104.05303_32.25343?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,154430.21936625,53247.844909215,53247.844909215,3172480.1133348504,2729005.8089649663,9433011.2246469,3326910.3327011005,2729525.2404680206,9433161.511248594
369,CH4_1B2_250m_-104.05307_32.67172?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1853283.6365318,203636.84101254464,203636.84101254464,2133343.1702496586,1859411.750159274,5687902.174638085,3986626.8067814587,1870529.3420975632,5691546.284734073
370,CH4_1B2_250m_-104.05370_32.28691?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,4128.9099385516665,1272.8830090275,1272.8830090275,3039973.1997911567,2524355.697145529,7434163.833597065,3044102.109729708,2524356.01806525,7434163.942569047
371,CH4_1B2_250m_-104.05460_32.16701?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,9817.09033048875,6228.839421605249,6228.839421605249,3036587.6228567534,2601049.9202969605,9836272.504559577,3046404.7131872424,2601057.3785130857,9836274.476771949
372,CH4_1B2_250m_-104.05488_32.62281?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1170848.3742992133,124732.21116276932,124732.21116276932,1807037.7566323425,1603532.0692561492,5859209.079415521,2977886.1309315558,1608375.9578016768,5860536.593248678
373,CH4_1B2_250m_-104.05529_32.61483?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,3929620.0427100826,453632.9077177883,453632.9077177883,2257413.0919125136,2055025.985945488,6400033.269902874,6187033.134622596,2104498.661884992,6416089.82721004
374,CH4_1B2_250m_-104.05626_31.99365?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,7545890.973302214,2669540.4787660856,2669540.4787660856,2257413.0919125136,2055025.985945488,6400033.269902874,7545890.973302214,2669540.4787660856,2669540.4787660856
375,CH4_1B2_250m_-104.05680_31.99086?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1677.5632247684277,571.108268847975,571.108268847975,2764074.143716188,2283982.2390038692,8584686.596620284,2765751.7069409564,2283982.310406493,8584686.61561717
376,CH4_1B2_250m_-104.05929_32.18133?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,9535.210170450002,3813.612932677575,3813.612932677575,2879921.445677692,2367319.2553428137,10080796.058216777,2889456.655848142,2367322.3270945707,10080796.779570675
377,CH4_1B2_250m_-104.05957_32.20193?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,156615.53084998846,62554.44242899047,62554.44242899047,3113434.5986641366,2669363.2562510385,9382953.687249854,3270050.129514125,2670096.1128938315,9383162.20446728
378,CH4_1B2_250m_-104.06082_32.04787?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,540399.5867393214,251331.74526370442,251331.74526370442,1829024.8139921655,1580418.2193076068,5836668.437447773,2369424.4007314867,1600277.9115193482,5842077.207199194
379,CH4_1B2_250m_-104.06180_32.84410?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,668239.0791821331,160368.60616238532,160368.60616238532,1814486.2696056173,1518483.3863892893,6468780.59286942,2482725.34878775,1526928.2512884324,6470768.149804667
380,CH4_1B2_250m_-104.06457_32.75620?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1616504.06775825,525212.6815280812,525212.6815280812,1954243.7622636585,1745336.2822407319,5177119.650855326,3570747.8300219085,1822648.375014725,5203692.558185033
381,CH4_1B2_250m_-104.06555_32.34989?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,8192.974139418639,2822.269915721403,2822.269915721403,2996045.085208669,2603387.8712312253,8107875.654837443,3004238.0593480873,2603389.4010081026,8107876.146039304
382,CH4_1B2_250m_-104.06637_32.31087?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,609102.8454943888,257068.80386092974,257068.80386092974,742981.3398132307,684230.3329767489,2784743.5810762006,1352084.1853076196,730927.8476593719,2796583.8414507783
383,CH4_1B2_250m_-104.06650_32.10508?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,371807.06019467,240372.33998347798,240372.33998347798,1919847.9961893328,1680123.4347810755,6237874.435752318,2291655.056384003,1697231.1621961491,6242504.011856255
384,CH4_1B2_250m_-104.06809_32.28893?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,700192.5465181798,270315.32891923917,270315.32891923917,825634.3218974511,765895.0374148709,3837571.133467529,1525826.868415631,812197.9964180181,3847079.7472202177
385,CH4_1B2_250m_-104.06817_32.28638?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,95.43358617769167,36.02054831444444,36.02054831444444,3263316.3740118295,2576001.0403373903,8272778.613366999,3263411.8075980074,2576001.04058923,8272778.613445417
386,CH4_1B2_250m_-104.06888_32.15254?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,7701.438500908749,1350.4156145815473,1350.4156145815473,2826202.385141112,2296897.8803455858,7634305.402997708,2833903.8236420206,2296898.277320608,7634305.522433742
387,CH4_1B2_250m_-104.06967_32.19536?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,463044.1242608797,115521.77750486851,115521.77750486851,946240.0373378511,860955.2636928963,3829513.0065822206,1409284.1615987308,868670.9659925265,3831255.03571092
388,CH4_1B2_250m_-104.07172_32.25548?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,5217.281189598625,2827.8335599263755,2827.8335599263755,2702492.7196511365,2353263.0546232164,7927221.8037741855,2707710.000840735,2353264.7536767367,7927222.308152805
389,CH4_1B2_250m_-104.07225_32.25929?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,5435.288828165626,2384.292244778125,2384.292244778125,2901278.5512733674,2375078.633509388,8117230.150447606,2906713.840101533,2375079.830279886,8117230.5006193565
390,CH4_1B2_250m_-104.08505_32.10815?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,35660.6250440967,12289.444831289062,12289.444831289062,2934026.922303768,2433951.266016176,9293544.64796247,2969687.5473478646,2433982.2915945807,9293552.773515956
391,CH4_1B2_250m_-104.08540_32.23302?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,17455.291487097722,7663.211525218778,7663.211525218778,3356930.5814934,2799505.307110323,8901164.413432367,3374385.872980498,2799515.7955171005,8901167.712146854
392,CH4_1B2_250m_-104.08561_32.04887?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,283991.2913618703,101735.10188533853,101735.10188533853,1722890.7998523894,1492970.5196947774,5437213.610003052,2006882.0912142596,1496432.7594761197,5438165.303827941
393,CH4_1B2_250m_-104.08586_32.20245?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2706.4158583958724,953.6274848935194,953.6274848935194,3002621.06778258,2603791.163016499,7264569.5422764,3005327.483640976,2603791.3376475065,7264569.604868229
394,CH4_1B2_250m_-104.08701_32.36653?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,6909.779363674055,1771.9540383712613,1771.9540383712613,2907831.6791565516,2517337.896759829,8942797.842873087,2914741.4585202257,2517338.5203989376,8942798.018423354
395,CH4_1B2_250m_-104.08763_32.31751?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,38057.11111367633,12742.918975974033,12742.918975974033,3031091.709627822,2467237.846083899,7680808.3264328055,3069148.8207414984,2467270.753511407,7680818.897056716
396,CH4_1B2_250m_-104.08897_32.04934?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,3428566.387139736,1614235.0625440623,1614235.0625440623,3031091.709627822,2467237.846083899,7680808.3264328055,3428566.387139736,1614235.0625440623,1614235.0625440623
397,CH4_1B2_250m_-104.09215_32.23599?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,59583.147718401335,23184.81666490157,23184.81666490157,3012717.2578007765,2578058.543602499,8575820.607097268,3072300.4055191777,2578162.7935345015,8575851.947231712
398,CH4_1B2_250m_-104.09260_32.19434?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,55368.80446704144,28147.677028594924,28147.677028594924,2509656.1427477472,1913420.2791878637,6823708.256779544,2565024.9472147888,1913627.3034552648,6823766.310869931
399,CH4_1B2_250m_-104.09702_32.71950?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,3396.226215287111,1318.8844141910222,1318.8844141910222,3001823.109855868,2466674.123461409,9274255.125850745,3005219.336071155,2466674.47605277,9274255.219629494
400,CH4_1B2_250m_-104.09888_32.60956?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,46.077763486191664,17.705307796583334,17.705307796583334,3323042.8314322345,2769325.643847079,9288129.143874733,3323088.9091957207,2769325.6439036774,9288129.143891608
401,CH4_1B2_250m_-104.10347_32.32904?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1103183.8236351695,411834.85190133203,411834.85190133203,394715.09448967886,373325.8683775646,1715084.1044196184,1497898.9181248485,555859.8287702168,1763837.1326382253
402,CH4_1B2_250m_-104.10422_32.19496?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,34984.15963396395,18070.16842242688,18070.16842242688,2764521.4399292455,2385097.610775155,9933551.218200142,2799505.5995632093,2385166.0621248507,9933567.653949527
403,CH4_1B2_250m_-104.10588_32.62795?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,3722.90119124875,2068.7678614472916,2068.7678614472916,2961781.591306638,2472585.1342748655,10335871.187606694,2965504.4924978865,2472585.9997252915,10335871.394642964
404,CH4_1B2_250m_-104.10667_32.63106?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,8054.294705187501,4265.412365174722,4265.412365174722,3055580.0808809763,2497782.832149386,7572789.08630626,3063634.3755861637,2497786.4741252107,7572790.287563881
405,CH4_1B2_250m_-104.10732_32.33286?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2746.6760641563333,1413.4979755805,1413.4979755805,2736897.736327728,2310345.220062957,8844445.745234303,2739644.4123918843,2310345.6524607483,8844445.85818522
406,CH4_1B2_250m_-104.10868_32.67967?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,705194.2981073201,228496.57667829195,228496.57667829195,2002828.5035860778,1871726.7652341076,6687779.387999363,2708022.801693398,1885622.382463529,6691681.689090033
407,CH4_1B2_250m_-104.11138_32.29552?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,209442.87773477254,36824.305209563194,36824.305209563194,3226198.7886667917,2710185.8507273276,10114099.98423164,3435641.666401564,2710436.011961318,10114167.020594856
408,CH4_1B2_250m_-104.11665_32.81169?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,306178.86239842133,104544.79532549693,104544.79532549693,2050936.6970272087,1855606.8999906036,6311269.147867957,2357115.55942563,1858549.590816018,6312134.969331658
409,CH4_1B2_250m_-104.11713_32.26197?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,27381.178689765522,9995.925933799575,9995.925933799575,2764851.8484684983,2356915.077795211,8247291.552862211,2792233.027158264,2356936.274589044,8247297.610517499
410,CH4_1B2_250m_-104.11783_32.02615?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,66726.3193815999,22508.50012319124,22508.50012319124,2637673.0758205485,2181115.7833251,8860288.423573336,2704399.3952021482,2181231.920921675,8860317.013599766
411,CH4_1B2_250m_-104.11833_32.05746?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,22627.652346936167,14562.98018579575,14562.98018579575,2768105.7661602553,2315599.967196246,7802713.001211258,2790733.4185071914,2315645.76057547,7802726.591369397
412,CH4_1B2_250m_-104.11879_32.12459?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,5671558.103460487,1172038.9530546386,1172038.9530546386,1728114.8255895919,1544903.594649661,5675739.873904151,7399672.929050079,1939175.7074176795,5795489.489568843
413,CH4_1B2_250m_-104.12094_32.19011?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,6597.930175331625,3499.5309333031123,3499.5309333031123,2972614.228250577,2578069.1991860773,8022683.458591432,2979212.1584259085,2578071.5743572162,8022684.221847033
414,CH4_1B2_250m_-104.12097_32.70029?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,5238.7162713,2261.514478013,2261.514478013,3012809.1591172395,2608131.2571405037,9831576.619435154,3018047.8753885394,2608132.237621597,9831576.879538283
415,CH4_1B2_250m_-104.12284_32.70194?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,365507.98529285187,199534.66393806713,199534.66393806713,1938802.4710192578,1663986.290821777,5040441.197976197,2304310.4563121097,1675907.0553451623,5044389.115876035
416,CH4_1B2_250m_-104.12405_32.25911?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,12798.681183165281,4081.119867744471,4081.119867744471,3054923.5626268727,2644568.4505473054,6880782.94255333,3067722.243810038,2644571.5995543683,6880784.152847134
417,CH4_1B2_250m_-104.12440_32.81519?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1895603.4969425953,1016120.3959678817,1016120.3959678817,1898489.698142469,1652782.724139533,7645062.506684637,3794093.1950850645,1940152.4147128288,7712294.17165976
418,CH4_1B2_250m_-104.12569_31.99858?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,30393.288703250335,7304.558085821999,7304.558085821999,2879075.00562477,2486570.5177150285,7231653.366231843,2909468.2943280204,2486581.246639332,7231657.055329793
419,CH4_1B2_250m_-104.12847_32.82537?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,809439.7711163741,404668.9082046366,404668.9082046366,1746239.194141044,1567054.402348655,4573234.078167054,2555678.9652574183,1618461.1287231562,4591103.01114841
420,CH4_1B2_250m_-104.13224_32.25851?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,229.05053371333335,89.69365993666666,89.69365993666666,3412917.135816278,2960135.9546112088,6780124.345377117,3413146.1863499912,2960135.955970091,6780124.345970392
421,CH4_1B2_250m_-104.13248_32.07758?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,816.5215674984166,468.62307641591667,468.62307641591667,2932299.731738792,2504079.1352569247,7895377.891561721,2933116.25330629,2504079.179106894,7895377.905469073
422,CH4_1B2_250m_-104.13436_32.10983?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,11742.178757546544,3181.5400869760247,3181.5400869760247,3114095.0538739366,2576562.2929248265,9284360.175043907,3125837.232631483,2576564.257207525,9284360.72016478
423,CH4_1B2_250m_-104.13608_32.21140?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,756292.715284015,178659.15064806902,178659.15064806902,919502.0913122352,850299.1049022818,3198922.72087702,1675794.8065962503,868865.7318066532,3203907.874183265
424,CH4_1B2_250m_-104.13615_32.31417?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1389829.3308491837,923490.5946742748,923490.5946742748,919502.0913122352,850299.1049022818,3198922.72087702,1389829.3308491837,923490.5946742748,923490.5946742748
425,CH4_1B2_250m_-104.13655_32.06720?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,47509.22726138917,30463.83172466319,30463.83172466319,2792495.689407292,2352237.174654353,8856809.111413468,2840004.916668681,2352434.434977783,8856861.502872221
426,CH4_1B2_250m_-104.14430_32.08152?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,10912.481613906333,6439.401212658334,6439.401212658334,3180965.012446056,2383725.9567231,6667364.574777481,3191877.494059962,2383734.6544117355,6667367.68439282
427,CH4_1B2_250m_-104.14634_32.81965?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,3548.0466726022005,1569.0649482507126,1569.0649482507126,2967237.6325354297,2464069.3204814205,9398271.432146614,2970785.679208032,2464069.8200543304,9398271.563126273
428,CH4_1B2_250m_-104.15036_32.53387?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,3596.323993641806,3252.9167291147223,3252.9167291147223,3303785.142095901,2777438.830331017,8323136.310053375,3307381.466089543,2777440.7352269054,8323136.945719213
429,CH4_1B2_250m_-104.15070_32.20085?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,89395.29637775083,20673.65120344654,20673.65120344654,1840013.791704607,1506261.9427627325,5638273.271235809,1929409.0880823578,1506403.810427152,5638311.172770285
430,CH4_1B2_250m_-104.15073_32.51962?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,446421.9595690464,83048.67800980744,83048.67800980744,1651928.012028229,1482024.369554333,4987134.404363461,2098349.971597275,1484349.4584740128,4987825.844003063
431,CH4_1B2_250m_-104.15297_32.53942?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,4063222.909619766,2434820.940801201,2434820.940801201,1651928.012028229,1482024.369554333,4987134.404363461,4063222.909619766,2434820.940801201,2434820.940801201
432,CH4_1B2_250m_-104.15445_32.20731?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,6359.722872849228,2546.4098225343078,2546.4098225343078,3057426.254860715,2703269.7521713786,8042141.686885334,3063785.977733564,2703270.951497036,8042142.09002439
433,CH4_1B2_250m_-104.15488_32.56973?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,16161.092740591943,9866.809745209583,9866.809745209583,2874961.368059088,2451266.4327966273,9194513.54496838,2891122.46079968,2451286.2906013345,9194518.839098735
434,CH4_1B2_250m_-104.15597_32.28611?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,116.22208120967221,59.605858922083335,59.605858922083335,3171421.2239486966,2767497.3860135,8287047.962153804,3171537.446029906,2767497.38665539,8287047.962368166
435,CH4_1B2_250m_-104.15632_32.56535?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,810096.5712921706,175748.47367713257,175748.47367713257,2065484.4117634764,1794770.2690031803,7249028.553481294,2875580.983055647,1803354.6086384647,7251158.700179368
436,CH4_1B2_250m_-104.15757_32.70630?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1729.6973552756388,1562.0690554216665,1562.0690554216665,2807520.3702943833,2406325.857138964,7457235.78083837,2809250.067649659,2406326.364148326,7457235.944441868
437,CH4_1B2_250m_-104.16005_32.63731?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,6271.143291679166,4805.965335686111,4805.965335686111,3117648.225113945,2570080.8911282215,7361812.302692097,3123919.3684056243,2570085.384621538,7361813.871415897
438,CH4_1B2_250m_-104.16558_32.61504?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,4558831.46863677,1337440.1472814046,1337440.1472814046,673874.494053653,621584.3397776358,2564052.55957265,5232705.962690422,1474826.5114978454,2891904.5066895215
439,CH4_1B2_250m_-104.16721_32.59338?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2226.2529075391803,1364.2625633011944,1364.2625633011944,3079372.103549242,2528137.2188615054,6527844.714477027,3081598.3564567813,2528137.5869610277,6527844.857036509
440,CH4_1B2_250m_-104.17026_32.27835?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,153622.6410456404,36039.27954126827,36039.27954126827,3037737.961145577,2684751.3376688617,9776302.05030214,3191360.6021912172,2684993.216897316,9776368.477528436
441,CH4_1B2_250m_-104.17096_32.03533?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1769.3625353822224,1209.5175329838,1209.5175329838,2889811.6315543503,2511542.761967677,9839329.078468014,2891580.9940897324,2511543.0532094985,9839329.15280909
442,CH4_1B2_250m_-104.17127_32.59821?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2360.802687474333,1352.5653420883332,1352.5653420883332,3163124.922754,2623046.6484667314,10511219.150607433,3165485.7254414745,2623046.9971896345,10511219.237630308
443,CH4_1B2_250m_-104.17151_32.64773?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1729799.3373878372,960893.3539171434,960893.3539171434,2110593.2957557826,1816181.307946796,7319890.420291113,3840392.6331436196,2054709.3665376308,7382690.011281236
444,CH4_1B2_250m_-104.17334_32.66435?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,836.3501909300139,600.8299889729306,600.8299889729306,3128527.2632501,2517363.6594357206,9465825.205322787,3129363.61344103,2517363.731137056,9465825.224391207
445,CH4_1B2_250m_-104.17408_32.44181?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,922723.8772985999,202587.558091366,202587.558091366,1876835.4761457609,1698428.903331039,7502698.130808694,2799559.3534443607,1710468.4909005773,7505432.76305462
446,CH4_1B2_250m_-104.17457_32.14394?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,36511.392715789334,11230.391319395156,11230.391319395156,2782453.722454476,2155860.6236890424,9094919.252937585,2818965.1151702655,2155889.874381828,9094926.186569298
447,CH4_1B2_250m_-104.17598_32.81006?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,553471.9213138967,312191.6991112407,312191.6991112407,1903099.4807849377,1661076.9878510002,5319165.705116227,2456571.4020988345,1690159.878994326,5328319.3837718265
